,cut,level,salary,years,price
13902,Ideal,H,62.2,56,5657
13903,Very Good,H,63.3,57,5657
13904,Premium,D,60.5,60,5659
13905,Very Good,J,60,60,5661
13906,Very Good,H,62.5,56,5661
13907,Ideal,G,62.1,57,5661
13908,Very Good,E,59.6,59,5662
13909,Very Good,F,63.3,56,5662
13910,Ideal,F,61,56,5662
13911,Premium,F,59.6,58,5662
13912,Ideal,F,61.4,56,5663
13913,Very Good,H,59.3,59,5664
13914,Ideal,H,61.3,57,5664
13915,Ideal,H,61.2,56,5664
13916,Premium,I,61.1,58,5664
13917,Premium,I,62.1,59,5664
13918,Very Good,H,63,55,5665
13919,Ideal,F,62,56,5665
13920,Very Good,J,61.2,57,5665
13921,Very Good,G,63.2,59,5665
13922,Ideal,H,62.4,57,5666
13923,Fair,G,67.8,59,5666
13924,Very Good,F,59.7,60,5666
13925,Ideal,H,60.4,57,5666
13926,Premium,E,62.8,59,5666
13927,Premium,H,61,58,5666
13928,Ideal,F,61.2,56,5666
13929,Very Good,F,60.5,60,5667
13930,Fair,I,66,60,5667
13931,Good,G,59.9,57,5667
13932,Good,H,60.2,63,5668
13933,Very Good,J,63.2,55,5669
13934,Premium,H,61.8,58,5669
13935,Ideal,H,60.5,57,5669
13936,Ideal,H,62.7,56,5670
13937,Very Good,G,63.1,58,5670
13938,Ideal,H,60,57,5670
13939,Very Good,D,59.8,59,5671
13940,Very Good,D,62.6,57,5671
13941,Premium,I,62.1,58,5671
13942,Premium,H,60.7,59,5671
13943,Premium,H,62.9,60,5671
13944,Very Good,I,61.8,59,5672
13945,Fair,G,65.5,57,5673
13946,Premium,H,61.3,58,5673
13947,Premium,H,60.4,59,5674
13948,Very Good,H,62.6,55,5674
13949,Premium,J,60.8,60,5674
13950,Ideal,G,61.5,55,5675
13951,Ideal,H,61.8,57,5676
13952,Ideal,J,62,57,5676
13953,Premium,H,61.4,58,5677
13954,Premium,H,59.7,58,5677
13955,Premium,H,60,56,5677
13956,Very Good,G,60.7,59,5678
13957,Premium,H,62.6,59,5678
13958,Good,H,64,58,5678
13959,Very Good,G,62.5,57,5679
13960,Fair,E,65.7,58,5681
13961,Premium,I,61.2,62,5682
13962,Ideal,H,62,55,5683
13963,Ideal,H,61.4,57,5683
13964,Very Good,E,63.4,58,5684
13965,Ideal,G,62.2,59,5684
13966,Very Good,H,59.6,63,5684
13967,Premium,F,60.1,60,5686
13968,Premium,F,61.8,59,5686
13969,Very Good,H,60.9,55,5687
13970,Ideal,H,62.6,57,5688
13971,Very Good,H,63.3,56,5688
13972,Very Good,E,62.8,59,5689
13973,Premium,G,60.2,60,5689
13974,Good,D,60.5,64,5689
13975,Premium,I,62.3,56,5690
13976,Ideal,I,62.3,55,5690
13977,Premium,I,60.9,59,5690
13978,Ideal,I,62.4,56,5690
13979,Very Good,J,63.4,60,5690
13980,Ideal,H,62.1,55,5692
13981,Ideal,F,58.6,57,5692
13982,Ideal,I,62.3,53,5694
13983,Ideal,D,62.1,56,5694
13984,Premium,H,59.9,60,5694
13985,Premium,H,61.2,57,5694
13986,Very Good,D,61.8,58,5695
13987,Ideal,G,61.6,55,5695
13988,Premium,F,61.7,57,5695
13989,Ideal,I,61.3,57,5695
13990,Very Good,G,62.4,58,5696
13991,Premium,H,61.8,58,5696
13992,Fair,I,67.4,58,5696
13993,Fair,I,55.9,64,5696
13994,Ideal,I,60.3,57,5697
13995,Ideal,I,61.8,55,5697
13996,Very Good,G,62,60,5698
13997,Very Good,H,63.3,55,5698
13998,Ideal,G,62.6,56,5698
13999,Ideal,H,63.6,59,5698
14000,Premium,H,60.8,59,5698
14001,Premium,H,62.7,61,5698
14002,Premium,I,62.6,58,5699
14003,Premium,I,62.6,58,5699
14004,Very Good,I,62.1,58,5699
14005,Premium,I,61.8,55,5699
14006,Premium,F,61.9,59,5699
14007,Ideal,I,63.2,59,5699
14008,Premium,H,61.3,59,5700
14009,Good,F,65.2,57,5700
14010,Good,D,58.4,62,5700
14011,Premium,G,61.2,57,5701
14012,Very Good,F,63.7,56,5701
14013,Very Good,G,63.2,57,5701
14014,Good,G,63.6,60,5701
14015,Good,G,63.9,54,5701
14016,Very Good,G,63.2,55,5701
14017,Good,G,63.7,56,5701
14018,Good,G,57.5,62,5701
14019,Premium,G,61.1,60,5701
14020,Premium,D,61.6,62,5701
14021,Good,G,63.1,61,5702
14022,Good,G,63.4,57,5702
14023,Very Good,G,63,59,5702
14024,Very Good,G,62.9,56,5702
14025,Ideal,E,61.9,55,5702
14026,Ideal,I,61.1,56,5702
14027,Ideal,D,62.1,58,5702
14028,Ideal,D,62,55,5702
14029,Premium,H,62.8,57,5702
14030,Ideal,H,61.1,57,5703
14031,Ideal,H,61.7,56,5703
14032,Very Good,D,63.1,54,5703
14033,Premium,F,63,60,5704
14034,Premium,D,61.9,58,5704
14035,Ideal,E,61.5,56,5704
14036,Ideal,H,60.8,56,5704
14037,Ideal,H,61.2,57,5706
14038,Premium,H,59.5,58,5706
14039,Good,G,57.3,59,5706
14040,Ideal,J,62.5,57,5707
14041,Very Good,F,61.1,58.1,605
14042,Ideal,G,62.8,54,605
14043,Ideal,G,62.4,56,605
14044,Ideal,J,62.2,55.7,605
14045,Ideal,G,61.3,56,605
14046,Ideal,G,62.2,55,605
14047,Ideal,G,62.5,57,605
14048,Premium,E,62.4,58,605
14049,Ideal,I,62.1,57,605
14050,Ideal,I,62.3,56,605
14051,Premium,H,62.7,58,605
14052,Premium,G,58.8,62,605
14053,Premium,G,61.2,59,605
14054,Premium,E,62.7,58,605
14055,Premium,F,61.1,59,605
14056,Very Good,G,62.3,59,605
14057,Premium,F,61.4,60,605
14058,Very Good,F,62.7,58,605
14059,Premium,G,61.8,59,605
14060,Ideal,F,61.1,56,605
14061,Ideal,F,60.4,56,605
14062,Good,H,63.5,55,605
14063,Ideal,H,62.6,55,605
14064,Good,G,63.4,58,605
14065,Ideal,F,61.8,57,605
14066,Ideal,H,61.2,57,605
14067,Ideal,F,62.5,55,605
14068,Ideal,G,62.6,57,605
14069,Very Good,F,62.8,56,605
14070,Good,H,63.6,56,605
14071,Premium,D,61.5,58,5708
14072,Good,D,63.7,58,5708
14073,Premium,F,63,56,5708
14074,Very Good,D,62.7,60,5709
14075,Ideal,E,62,53,5710
14076,Premium,E,62.9,56,5710
14077,Ideal,H,61.6,57,5712
14078,Very Good,I,60.1,59,5712
14079,Premium,I,62.6,59,5712
14080,Premium,F,62.9,57,5712
14081,Ideal,H,61,57,5712
14082,Very Good,F,63.5,57,5713
14083,Very Good,D,59.4,57,5713
14084,Premium,F,58.9,60,5713
14085,Premium,G,62.6,56,5713
14086,Ideal,I,61.3,56,5714
14087,Ideal,G,59.6,56,5714
14088,Very Good,H,60.6,59,5715
14089,Premium,J,61.1,61,5715
14090,Ideal,F,62.8,57,5715
14091,Premium,I,59.8,59,5715
14092,Premium,F,59.5,59,5717
14093,Ideal,E,60.2,57,5717
14094,Very Good,H,63.5,57,5717
14095,Ideal,D,60.6,56,5717
14096,Premium,I,60.3,58,5717
14097,Premium,I,62,57,5717
14098,Premium,H,62,59,5717
14099,Premium,H,62.4,58,5718
14100,Very Good,E,59.2,59,5718
14101,Premium,F,60.6,59,5718
14102,Ideal,I,62.5,59,5719
14103,Very Good,E,62.8,63,5720
14104,Premium,F,61.1,61,5720
14105,Very Good,D,62.2,58,5721
14106,Ideal,I,61.7,55,5721
14107,Premium,H,61.8,58,5722
14108,Ideal,G,61.1,57,5722
14109,Ideal,J,61,57,5722
14110,Premium,H,62.1,58,5722
14111,Very Good,J,62,59,5723
14112,Good,G,63,58,5723
14113,Premium,G,60.6,58,5723
14114,Fair,H,56.3,60,5723
14115,Very Good,G,63.1,58,5723
14116,Premium,D,59.2,62,5723
14117,Premium,D,62.2,58,5723
14118,Very Good,I,62.5,59,5724
14119,Good,E,63.9,56,5724
14120,Premium,F,62.5,60,5724
14121,Very Good,H,64,56,5725
14122,Very Good,I,60.6,60,5726
14123,Ideal,H,61.7,57,5728
14124,Ideal,J,61.5,55,5728
14125,Ideal,F,62.8,57,5728
14126,Ideal,E,62.2,53.9,5728
14127,Ideal,E,62.8,54.2,5728
14128,Premium,H,61.7,56,5728
14129,Fair,E,67,54,5729
14130,Premium,F,62.3,59,5729
14131,Very Good,H,63.1,57,5729
14132,Premium,H,62.5,58,5729
14133,Good,F,63.3,55,5731
14134,Very Good,D,62.9,58,5731
14135,Very Good,D,62.6,56,5731
14136,Ideal,H,61.5,54,5732
14137,Very Good,F,62.6,59,5733
14138,Very Good,D,62.8,58,5733
14139,Fair,J,67.6,55,5733
14140,Ideal,I,62.3,57,5736
14141,Very Good,H,62.2,57,5736
14142,Very Good,H,60.4,56,5738
14143,Premium,G,60.5,58,5739
14144,Premium,I,61.9,58,5739
14145,Premium,G,61.9,58,5739
14146,Very Good,E,63.3,56,5739
14147,Premium,D,62.3,60,5739
14148,Premium,I,62.4,58,5740
14149,Premium,H,61.2,62,5740
14150,Premium,J,62.2,58,5740
14151,Premium,H,61.6,54,5740
14152,Premium,G,63,58,5741
14153,Premium,F,62.2,58,5741
14154,Premium,E,62.8,58,5741
14155,Very Good,F,60.6,60,5743
14156,Ideal,G,62.6,55,5743
14157,Good,H,60.1,62,5743
14158,Premium,H,61.2,58,5744
14159,Premium,I,59.1,59,5744
14160,Premium,I,60.5,59,5744
14161,Ideal,H,61.9,54,5745
14162,Premium,F,59.9,62,5746
14163,Premium,H,62.2,58,5746
14164,Premium,H,62.1,55,5746
14165,Premium,H,62.7,56,5746
14166,Very Good,G,62.7,61,5747
14167,Good,D,58.3,59,5747
14168,Premium,I,59.9,61,5747
14169,Ideal,J,62,57,5748
14170,Ideal,I,61.6,57,5748
14171,Ideal,I,61.5,57,5748
14172,Premium,E,61,59,5749
14173,Fair,I,65.1,57,5750
14174,Very Good,H,63.1,56,5750
14175,Premium,G,62.4,58,5750
14176,Ideal,E,59.8,60,5751
14177,Premium,H,62.5,57,5751
14178,Ideal,H,62.1,54,5751
14179,Premium,E,61.5,59,5751
14180,Very Good,H,62.3,57,5752
14181,Ideal,E,62.5,54,5752
14182,Very Good,G,60.1,59,5754
14183,Very Good,D,60.5,58,5755
14184,Ideal,D,62.7,56,5755
14185,Premium,D,60.3,59,5756
14186,Ideal,H,60.6,59,5756
14187,Good,G,58.9,61,5756
14188,Very Good,D,63,58,5757
14189,Very Good,D,63,56,5757
14190,Good,H,63.8,57,5758
14191,Very Good,G,63.5,56,5758
14192,Ideal,H,62.5,55,5758
14193,Premium,D,62.6,56,5758
14194,Premium,E,61.5,58,5758
14195,Ideal,F,62.1,57,5758
14196,Very Good,J,62.1,56,5759
14197,Very Good,G,60.7,61,5759
14198,Very Good,G,61.9,59,5759
14199,Very Good,G,61.5,56,5759
14200,Very Good,F,62.7,56,5759
14201,Very Good,G,61.6,61,5759
14202,Premium,G,60.2,59,5759
14203,Premium,G,61.2,58,5759
14204,Very Good,G,59.9,60,5759
14205,Very Good,G,63,56,5759
14206,Very Good,E,61.9,56,5759
14207,Premium,I,61.9,56,5759
14208,Premium,I,62.8,57,5759
14209,Ideal,G,61.8,55,5759
14210,Good,J,59.1,62,5759
14211,Very Good,E,59.3,59,5760
14212,Premium,I,61.6,56,5760
14213,Ideal,I,59.5,57,5761
14214,Ideal,F,61.8,57,5761
14215,Premium,J,60.1,58,5761
14216,Ideal,F,62.9,56,5761
14217,Premium,D,60.5,60,5762
14218,Ideal,J,61.7,57,5763
14219,Very Good,I,60.5,58,5763
14220,Ideal,I,60.3,56,5763
14221,Ideal,H,62.2,54,5763
14222,Premium,H,62.5,56,5764
14223,Good,E,64.3,60,5765
14224,Ideal,I,59.3,57,5765
14225,Ideal,J,61,56,5765
14226,Premium,I,62.3,59,5765
14227,Very Good,G,59,62,5766
14228,Good,G,59.3,61,5766
14229,Premium,E,59.6,59,5766
14230,Ideal,G,61.7,56,5766
14231,Ideal,J,62.1,55,5766
14232,Good,E,63.8,58,5766
14233,Very Good,D,61.8,61,5767
14234,Ideal,D,61.8,55,5767
14235,Ideal,F,61.2,56,5767
14236,Ideal,I,62.1,54,5767
14237,Premium,H,60.7,59,5767
14238,Ideal,H,63,55,5768
14239,Good,H,63.8,63,5768
14240,Ideal,F,62,56,5768
14241,Premium,J,61.2,57,5768
14242,Good,F,63.1,56,5769
14243,Very Good,F,58.9,63,5769
14244,Very Good,E,60.7,56,5770
14245,Fair,H,65.3,59,5771
14246,Good,G,63.1,58,5771
14247,Very Good,E,62.8,56,5771
14248,Very Good,I,63.6,57,5771
14249,Ideal,J,62.1,59,5771
14250,Premium,H,62.2,58,5773
14251,Ideal,F,62.3,56,5773
14252,Premium,E,62.9,58,5773
14253,Ideal,H,62.7,55,5773
14254,Premium,F,62.6,58,5774
14255,Premium,D,60.3,59,5775
14256,Ideal,D,60.6,56,5775
14257,Ideal,D,60.5,57,5775
14258,Premium,D,62.5,59,5775
14259,Very Good,H,62.8,55,5775
14260,Premium,D,61.4,58,5775
14261,Premium,H,62.9,55,5775
14262,Premium,E,58.5,60,5775
14263,Premium,H,60.4,59,5777
14264,Very Good,E,61.7,56,5777
14265,Ideal,H,62.6,57,5777
14266,Very Good,D,63.3,60,5778
14267,Ideal,I,61.3,55,5778
14268,Premium,J,62.6,58,5778
14269,Very Good,G,62.9,60,5779
14270,Premium,H,62.4,58,5779
14271,Very Good,D,60.8,58,5779
14272,Good,H,63.7,58,5779
14273,Premium,H,61.4,58,5779
14274,Ideal,D,62.3,56,5779
14275,Ideal,J,62,57,5779
14276,Premium,E,60.4,58,5779
14277,Very Good,H,61.9,58,5780
14278,Premium,D,60,59,5780
14279,Premium,D,61.2,60,5780
14280,Premium,H,62.6,58,5781
14281,Premium,F,60.5,59,5781
14282,Very Good,J,62.1,58,5783
14283,Very Good,J,62.4,59.4,5783
14284,Very Good,I,60.1,59,5783
14285,Premium,H,62.6,58,5783
14286,Premium,H,62,58,5783
14287,Very Good,H,62.5,57,5783
14288,Very Good,G,59.9,56,5783
14289,Good,E,61.6,62,5784
14290,Fair,F,65.1,59,5784
14291,Very Good,J,62.7,59,5785
14292,Good,F,64,56,5786
14293,Premium,G,62.2,58,5786
14294,Very Good,J,62.3,61,5787
14295,Premium,G,62.4,59,5787
14296,Good,E,64,62,5787
14297,Premium,F,61.6,58,5788
14298,Very Good,I,59.7,58,5789
14299,Very Good,F,62.3,55,5789
14300,Ideal,H,61.9,57,5791
14301,Premium,G,59.5,60,5791
14302,Ideal,G,61.5,57,5792
14303,Ideal,D,62.1,54,5793
14304,Premium,H,62.8,59,5793
14305,Premium,F,62.5,57,5794
14306,Very Good,D,59.1,60,5795
14307,Ideal,G,62.1,57,5795
14308,Ideal,J,62.8,57,5795
14309,Ideal,F,60.9,56,5795
14310,Ideal,I,61.8,57,5796
14311,Ideal,H,62,56,5797
14312,Ideal,I,62.1,56,5797
14313,Fair,D,59.1,68,5797
14314,Ideal,F,62.4,57,5798
14315,Ideal,E,61.6,56,5798
14316,Very Good,H,62.8,59,5799
14317,Premium,D,61.6,58,5799
14318,Premium,G,62.4,58,5799
14319,Premium,J,60.4,58,5800
14320,Very Good,E,61.3,61,5800
14321,Premium,H,61.8,58,5801
14322,Fair,J,65.1,59,5801
14323,Premium,G,60,55,5801
14324,Premium,H,62.7,56,5802
14325,Premium,E,61.3,58,5802
14326,Very Good,D,64.2,58,5803
14327,Very Good,F,61,60,5804
14328,Ideal,D,61.2,55,5804
14329,Ideal,D,61.6,55,5804
14330,Ideal,D,61,57,5804
14331,Ideal,D,61.9,57,5804
14332,Ideal,D,62,56,5805
14333,Very Good,E,63,56,5805
14334,Ideal,H,60.7,56,5805
14335,Ideal,F,61.2,56,5805
14336,Premium,H,61.2,58,5805
14337,Premium,G,63,59,5806
14338,Premium,G,62.9,56,5806
14339,Very Good,G,63.4,57,5806
14340,Very Good,G,63.1,61,5806
14341,Premium,G,62.1,57,5806
14342,Ideal,E,61.9,55,5806
14343,Ideal,I,60.2,58,5807
14344,Ideal,I,60.2,57,5807
14345,Ideal,H,61.1,57,5807
14346,Ideal,H,61.7,56,5807
14347,Ideal,I,62.6,57,5807
14348,Very Good,G,60.3,61,5808
14349,Ideal,J,62.5,57,5808
14350,Premium,H,62,62,5809
14351,Good,E,58.5,57,5809
14352,Premium,D,60.5,59,5809
14353,Ideal,H,61.2,57,5810
14354,Very Good,D,61.8,58,5812
14355,Ideal,D,61.4,59,5812
14356,Premium,G,62.3,59,5813
14357,Ideal,I,61.6,54,5813
14358,Premium,F,61.7,56,5813
14359,Very Good,E,62.6,58,5814
14360,Ideal,H,62,54.5,5814
14361,Premium,G,62.2,56,5814
14362,Very Good,D,61.6,59,5815
14363,Premium,J,60.5,58,5815
14364,Very Good,H,63.3,55,5815
14365,Good,G,63.6,57,5816
14366,Ideal,G,62.6,57,5816
14367,Ideal,G,62,57,5816
14368,Ideal,F,62,56,5816
14369,Ideal,F,62,56,5816
14370,Very Good,I,62.4,59,5816
14371,Ideal,H,61.3,57,605
14372,Good,H,63.6,55,605
14373,Ideal,F,62.7,57,605
14374,Premium,G,60,60,605
14375,Very Good,H,61,61,605
14376,Ideal,H,61.5,56,605
14377,Premium,F,60.7,58,605
14378,Ideal,G,61.8,54,605
14379,Ideal,H,62.2,57,605
14380,Very Good,G,62.2,59,605
14381,Premium,F,61.4,60,605
14382,Premium,F,62.2,58,605
14383,Very Good,G,62.8,58,605
14384,Very Good,G,62.8,59,605
14385,Ideal,H,61.7,54,605
14386,Premium,H,62.4,58,605
14387,Ideal,F,61.8,56,605
14388,Very Good,G,60.3,62,605
14389,Good,H,63.7,55,605
14390,Good,G,63.1,58,605
14391,Very Good,H,62.8,57,605
14392,Very Good,G,62.8,57,605
14393,Very Good,G,62.9,58,605
14394,Very Good,G,62.5,55,605
14395,Very Good,G,62.9,60,605
14396,Good,H,63.4,57,605
14397,Ideal,H,61.5,57,605
14398,Very Good,G,62.8,57,605
14399,Good,G,63.6,55,605
14400,Premium,F,62.2,60,605
14401,Good,F,63.1,59,5817
14402,Good,G,57.7,59.7,5817
14403,Premium,D,59.4,57,5817
14404,Premium,H,58.6,60,5818
14405,Ideal,H,60.9,57,5818
14406,Good,I,61.7,62,5818
14407,Good,I,59.6,61,5818
14408,Very Good,F,61,60,5819
14409,Good,E,63.7,56,5819
14410,Very Good,H,61.3,58,5820
14411,Ideal,H,62,57,5820
14412,Ideal,I,61.8,55,5820
14413,Ideal,I,61,59,5820
14414,Very Good,D,60.5,56,5821
14415,Good,D,63.8,59,5821
14416,Premium,G,61.9,59,5821
14417,Premium,D,58.6,60,5821
14418,Premium,E,61.8,56,5821
14419,Premium,F,59.5,59,5821
14420,Premium,H,59.3,60,5822
14421,Premium,H,60.8,60,5822
14422,Ideal,H,61.7,55,5822
14423,Premium,H,62.2,59,5822
14424,Ideal,E,60.2,57,5822
14425,Good,E,64,60,5823
14426,Premium,H,62.7,58,5824
14427,Ideal,G,62.3,56,5824
14428,Very Good,D,59.6,58,5825
14429,Good,F,57.6,60,5825
14430,Very Good,H,62.4,58,5826
14431,Premium,H,62.1,62,5826
14432,Premium,G,63,59,5826
14433,Ideal,G,61.1,57,5826
14434,Ideal,F,60.8,57,5828
14435,Ideal,H,59.1,59,5828
14436,Ideal,D,61.8,56,5829
14437,Good,E,65.6,55,5829
14438,Good,F,64.8,59,5829
14439,Very Good,H,60.3,59,5831
14440,Ideal,H,61.6,56,5831
14441,Good,J,61.6,57,5831
14442,Ideal,J,63,57,5831
14443,Premium,H,58.5,62,5831
14444,Premium,H,58.9,61,5832
14445,Very Good,J,61.6,56,5832
14446,Premium,I,62.3,59,5832
14447,Ideal,D,62,57,5832
14448,Very Good,D,62.5,61,5832
14449,Very Good,D,62.8,60,5832
14450,Premium,I,60.4,59,5832
14451,Premium,I,62.4,58,5832
14452,Ideal,H,63,56,5833
14453,Very Good,H,63.2,55,5833
14454,Ideal,H,61.7,57,5833
14455,Fair,F,65.3,56,5833
14456,Good,H,57.3,62,5833
14457,Good,I,63.6,59,5834
14458,Very Good,I,62.2,59,5834
14459,Ideal,F,61.9,57,5834
14460,Very Good,I,62.7,55,5836
14461,Ideal,D,60.7,58,5836
14462,Premium,F,61.3,57,5836
14463,Ideal,F,62.2,56,5837
14464,Ideal,E,60.3,55,5837
14465,Ideal,H,61.8,56,5838
14466,Premium,G,62.1,60,5839
14467,Very Good,G,61.6,56,5839
14468,Very Good,D,62.7,57,5839
14469,Ideal,H,62.1,56,5839
14470,Ideal,E,62.2,54.7,5840
14471,Fair,F,64.9,56,5840
14472,Ideal,D,61.4,56,5841
14473,Premium,F,59.9,58,5841
14474,Ideal,D,62.7,57,5842
14475,Ideal,F,61.3,54,5842
14476,Ideal,F,62,55,5844
14477,Very Good,H,60.2,61,5845
14478,Premium,H,62.1,58,5845
14479,Fair,J,64.5,59,5846
14480,Premium,G,62.4,58,5846
14481,Premium,H,62.3,59,5846
14482,Premium,F,62.6,58,5846
14483,Premium,H,61.2,58,5849
14484,Very Good,H,63.1,58,5849
14485,Ideal,H,61.9,54,5850
14486,Very Good,F,58,63,5851
14487,Very Good,D,63.2,60,5851
14488,Premium,G,62.2,56,5851
14489,Premium,G,62.6,58,5851
14490,Ideal,J,61.3,57,5852
14491,Ideal,H,60,60,5852
14492,Fair,G,58.7,67,5853
14493,Very Good,H,63.1,57,5853
14494,Very Good,H,61.3,63,5854
14495,Ideal,H,61.6,56,5854
14496,Premium,F,59.1,56,5854
14497,Ideal,I,62.5,56,5855
14498,Good,G,61.8,61,5855
14499,Very Good,I,63.1,56,5855
14500,Ideal,I,62,57,5855
14501,Premium,I,62.7,58,5856
14502,Ideal,J,62.4,54,5857
14503,Premium,H,61.3,59,5858
14504,Very Good,H,60,58,5858
14505,Fair,J,68,57,5859
14506,Very Good,G,61.5,58,5860
14507,Good,G,63.5,59,5860
14508,Premium,H,60.2,59,5860
14509,Premium,D,61.5,59,5860
14510,Very Good,H,61.2,57,5861
14511,Very Good,F,62.4,59,5861
14512,Ideal,H,60.4,57,5861
14513,Ideal,J,61.4,57,5862
14514,Ideal,H,62.8,55,5863
14515,Ideal,I,61.7,53,5863
14516,Good,G,64.2,61,5863
14517,Premium,G,60.7,61,5864
14518,Premium,G,61.2,58,5864
14519,Premium,G,63,56,5864
14520,Premium,G,61.9,59,5864
14521,Premium,G,61.6,61,5864
14522,Premium,G,61.5,56,5864
14523,Good,F,64,59,5864
14524,Premium,F,62.8,55,5864
14525,Premium,F,59.9,59,5864
14526,Premium,G,60.7,60,5864
14527,Premium,G,62.1,59,5864
14528,Premium,G,60.2,59,5864
14529,Ideal,I,62.3,55,5864
14530,Very Good,I,59.4,60,5865
14531,Very Good,E,60.1,60,5865
14532,Very Good,I,61.2,58,5866
14533,Ideal,J,61.6,57,5866
14534,Ideal,I,61.8,58,5866
14535,Ideal,H,60,58,5867
14536,Very Good,H,62.4,57,5868
14537,Ideal,G,62.2,56.6,5868
14538,Premium,G,62.5,60,5868
14539,Premium,I,63,57,5869
14540,Very Good,H,63.1,60,5871
14541,Good,D,59.7,61,5871
14542,Good,E,64.3,60,5871
14543,Premium,H,62.5,60,5871
14544,Good,F,63.6,59,5871
14545,Premium,D,61.8,61,5872
14546,Ideal,D,61.8,55,5872
14547,Premium,J,59.6,59,5876
14548,Ideal,E,58.8,57,5877
14549,Premium,H,59.4,60,5878
14550,Ideal,G,62.2,58,5879
14551,Ideal,E,61.5,57,5879
14552,Premium,D,61.3,61,5880
14553,Premium,D,59.6,57,5880
14554,Ideal,H,62.8,55,5880
14555,Very Good,F,62.8,57,5880
14556,Ideal,I,61.5,57,5880
14557,Ideal,D,60.6,56,5880
14558,Premium,D,60.3,59,5880
14559,Premium,D,62.5,59,5880
14560,Premium,D,61.4,58,5880
14561,Ideal,D,62.2,56,5880
14562,Ideal,E,61.6,55,5880
14563,Ideal,D,60.5,57,5880
14564,Ideal,H,62.6,57,5882
14565,Fair,E,65.3,59,5882
14566,Ideal,H,62.2,55,5882
14567,Ideal,H,62.8,55,5882
14568,Premium,F,59.5,60,5882
14569,Ideal,F,61.3,56,5882
14570,Premium,E,59.3,59,5882
14571,Premium,H,59.7,59,5882
14572,Premium,E,59.5,60,5882
14573,Very Good,H,64.7,56,5883
14574,Premium,H,62.4,60,5883
14575,Very Good,I,61.7,59,5884
14576,Very Good,I,63.5,58,5884
14577,Very Good,H,61.5,58,5884
14578,Ideal,I,62.5,56,5884
14579,Very Good,E,61,60,5885
14580,Ideal,J,61.4,59,5885
14581,Premium,H,60.6,58,5885
14582,Ideal,H,62,57,5885
14583,Premium,H,62.4,58,5885
14584,Very Good,G,60,57,5886
14585,Ideal,H,62.1,54,5886
14586,Premium,H,60.1,57,5886
14587,Very Good,E,61.3,58,5887
14588,Ideal,G,62.3,56,5887
14589,Ideal,G,62.3,56,5887
14590,Premium,G,61,59,5887
14591,Ideal,G,61.4,57,5888
14592,Ideal,H,61.3,56,5888
14593,Premium,G,59.9,56,5889
14594,Ideal,H,62.5,57,5889
14595,Premium,H,62,58,5889
14596,Premium,D,62.2,60,5889
14597,Premium,I,60.1,59,5889
14598,Premium,H,62.6,58,5889
14599,Good,H,63.9,56,5889
14600,Ideal,F,61.7,57,5889
14601,Premium,I,62.1,55,5889
14602,Ideal,H,63,56,5889
14603,Premium,F,61.4,58,5889
14604,Premium,D,62.3,59,5890
14605,Ideal,D,61.7,57,5891
14606,Ideal,I,61.5,57,5892
14607,Premium,J,61.3,59,5893
14608,Premium,F,62.6,55,5893
14609,Good,H,63.6,56,5893
14610,Ideal,F,62.3,58,5894
14611,Premium,E,61.2,59,5894
14612,Very Good,H,60.2,60,5897
14613,Ideal,D,63,57,5897
14614,Good,J,58.2,61,5898
14615,Premium,G,61.7,59,5898
14616,Ideal,D,62.1,54,5898
14617,Good,E,60.9,64,5899
14618,Premium,H,62.4,59,5899
14619,Premium,G,59.1,59,5899
14620,Very Good,F,62.9,56,5902
14621,Good,F,60.1,60,5902
14622,Very Good,J,58.7,60,5902
14623,Ideal,H,62,57,5902
14624,Premium,H,61.9,58,5902
14625,Ideal,H,62,56,5902
14626,Ideal,I,62.1,56,5902
14627,Very Good,H,59.1,59,5904
14628,Ideal,I,61.8,57,5904
14629,Good,G,64.4,58,5906
14630,Premium,E,61.3,61,5906
14631,Ideal,H,60.4,57,5907
14632,Ideal,G,61.8,55,5908
14633,Premium,E,61.3,58,5908
14634,Premium,E,59.6,60,5908
14635,Fair,G,64.4,56,5908
14636,Ideal,F,60.6,57,5909
14637,Premium,J,61.7,59,5910
14638,Very Good,H,59.7,64,5911
14639,Ideal,H,61.9,60,5911
14640,Ideal,D,62,56,5911
14641,Premium,J,59,59,5912
14642,Very Good,J,63.9,57,5913
14643,Good,D,63.5,55,5913
14644,Premium,H,61.4,59,5914
14645,Very Good,H,61.3,58,5914
14646,Fair,H,69.8,54,5914
14647,Ideal,D,61.7,56,5914
14648,Ideal,D,62.8,57,5914
14649,Very Good,G,63.5,55,5914
14650,Ideal,F,61.3,56,5914
14651,Very Good,E,63.2,53,5914
14652,Good,E,63.7,57,5914
14653,Fair,J,61.6,66,5914
14654,Ideal,I,62.1,57,5914
14655,Premium,G,60.3,61,5914
14656,Good,J,64,56,5914
14657,Very Good,D,61.6,57,5915
14658,Ideal,G,62.6,58,5915
14659,Very Good,I,62.7,58,5916
14660,Fair,J,65.8,57,5916
14661,Very Good,G,61.7,55,5917
14662,Very Good,G,62.9,57,5918
14663,Premium,D,60.6,59,5918
14664,Very Good,G,61.6,58,5919
14665,Very Good,G,59.1,58,5919
14666,Very Good,G,63,57,5919
14667,Premium,I,62.3,59,5919
14668,Fair,H,66.9,57,5919
14669,Fair,F,65.4,56,5919
14670,Good,G,63.9,55,5920
